LOCATION ID,STREET,DISTRICT,TIMESTAMP,AVERAGE_VEHICLE_COUNT,AVERAGE_SPEED,
CC-1,EB Hayes,Civic Center,2011-02-11 01:00:00,79.5,21.950000000000003,
CC-1,EB Hayes,Civic Center,2011-02-11 02:00:00,85.25,22.012500000000003,
CC-1,EB Hayes,Civic Center,2011-02-11 03:00:00,78.375,21.349999999999998,
CC-1,EB Hayes,Civic Center,2011-02-11 04:00:00,72.25,11.0625,
