locationId,date,time,vechicleCount,avgSpeed
CC-1,11.02.2011,01:00,79.5,21.950000000000003
CC-1,11.02.2011,02:00,85.25,22.012500000000003
CC-1,11.02.2011,03:00,78.375,21.349999999999998
CC-1,11.02.2011,04:00,72.25,11.0625
